packets_per_second,avg_request_rate,failed_connections,unique_ports,bytes_per_packet,connection_duration,payload_entropy,label
19,2.53,23,3,280.63,1.24,4.72,bruteforce
51,6.33,41,3,235.87,2.53,4.07,bruteforce
36,5.42,14,1,370.24,2.89,3.31,bruteforce
23,4.82,10,1,337.69,0.92,5.01,bruteforce
48,1.5,16,2,351.79,1.34,4.31,bruteforce
13,2.78,30,3,378.54,2.05,4.01,bruteforce
44,3.97,50,1,328.63,1.44,3.74,bruteforce
19,4.8,48,2,248.13,1.38,2.99,bruteforce
38,5.47,26,3,342.56,2.2,4.41,bruteforce
56,1.73,40,2,287.88,2.48,3.92,bruteforce
51,1.9,23,1,309.23,1.35,3.72,bruteforce
17,5.35,39,1,366.07,1.69,4.96,bruteforce
49,3.15,33,1,351.2,2.84,3.66,bruteforce
24,3.51,19,2,399.36,2.88,4.47,bruteforce
43,3.87,51,1,309.95,2.1,3.56,bruteforce
43,3.36,15,2,371.5,1.72,3.15,bruteforce
27,3.41,21,2,216.01,0.88,4.62,bruteforce
33,5.51,59,1,272.31,1.14,3.34,bruteforce
35,5.67,33,2,223.34,2.57,3.45,bruteforce
52,4.32,12,2,278.22,1.47,3.74,bruteforce
33,1.34,21,2,376.49,1.52,4.96,bruteforce
13,1.44,33,1,272.41,2.31,4.49,bruteforce
18,5.46,32,2,224.52,1.91,3.84,bruteforce
14,1.58,40,2,265.34,2.7,3.76,bruteforce
45,2.92,22,1,416.9,2.08,4.34,bruteforce
34,3.05,4,1,249.8,2.29,3.45,bruteforce
48,0.86,7,3,416.29,1.26,3.34,bruteforce
16,5.8,52,1,346.97,2.61,3.73,bruteforce
34,5.61,11,3,233.96,2.93,4.24,bruteforce
39,1.45,43,3,301.09,1.05,4.92,bruteforce
42,5.66,5,1,391.75,1.68,4.09,bruteforce
21,4.1,23,1,364.09,1.88,4.4,bruteforce
16,1.85,18,1,255.6,1.53,3.53,bruteforce
40,4.71,12,3,254.43,1.44,5.06,bruteforce
47,3.95,11,2,182.19,1.65,3.67,bruteforce
8,1.63,52,1,251.28,2.28,3.55,bruteforce
6,1.56,16,1,248.71,1.62,4.27,bruteforce
21,2.81,7,1,237.86,1.41,4.03,bruteforce
29,1.64,30,3,316.09,1.72,2.91,bruteforce
16,5.09,28,1,275.49,2.25,3.52,bruteforce
27,5.68,32,2,275.03,2.27,3.69,bruteforce
38,4.69,13,1,331.64,2.71,3.91,bruteforce
41,2.11,34,1,185.55,1.17,3.63,bruteforce
8,2.3,22,3,242.58,1.98,3.96,bruteforce
34,2.55,37,2,382.03,1.65,3.68,bruteforce
21,3.32,49,1,281.38,2.61,3.95,bruteforce
24,3.22,38,2,184.14,2.19,3.52,bruteforce
44,2.63,6,2,250.83,2.23,4.2,bruteforce
36,2.82,14,3,332.6,1.54,3.99,bruteforce
7,1.11,38,2,214.91,2.31,3.8,bruteforce
35,5.95,28,2,274.44,0.7,4.83,bruteforce
27,3.3,29,1,230.74,1.17,3.45,bruteforce
49,3.78,51,3,345.58,3.12,3.39,bruteforce
22,2.89,42,1,376.77,2.67,3.47,bruteforce
27,1.41,32,1,412.7,3.06,5.32,bruteforce
15,1.68,41,1,350.22,2.3,4.7,bruteforce
38,4.83,49,3,184.78,2.18,3.26,bruteforce
27,2.12,13,1,341.05,1.69,3.07,bruteforce
48,5.1,5,1,298.32,1.13,4.47,bruteforce
41,2.01,31,2,217.21,1.85,4.14,bruteforce
40,1.02,41,2,249.58,2.65,3.59,bruteforce
3,5.47,21,3,380.63,2.83,3.9,bruteforce
54,5.87,15,3,335.12,1.3,5.09,bruteforce
24,4.43,17,1,284.68,1.98,4.46,bruteforce
50,3.45,15,1,372.64,1.92,4.81,bruteforce
28,0.79,29,2,299.49,1.45,3.04,bruteforce
45,5.65,47,3,248.42,1.31,3.02,bruteforce
36,1.97,31,1,271.44,1.8,3.58,bruteforce
34,1.46,34,2,223.32,2.29,3.5,bruteforce
4,6.76,24,1,362.1,2.52,4.25,bruteforce
45,3.35,4,1,329.98,1.82,4.08,bruteforce
10,3.56,21,2,434.32,2.48,4.04,bruteforce
2,2.59,44,1,287.46,2.7,4.4,bruteforce
52,3.32,26,2,390.29,2.84,4.1,bruteforce
27,3.65,44,1,271.47,3.17,2.93,bruteforce
8,0.97,22,1,198.4,2.42,3.71,bruteforce
10,4.94,9,1,296.69,2.0,2.92,bruteforce
10,1.99,1,2,267.4,1.89,2.96,bruteforce
52,2.7,32,1,392.74,1.3,4.79,bruteforce
23,3.01,4,2,326.13,2.42,4.24,bruteforce
41,2.33,19,1,184.35,1.31,3.65,bruteforce
20,1.48,10,3,356.55,2.95,3.17,bruteforce
7,2.11,9,2,288.43,2.28,3.41,bruteforce
40,2.11,49,1,194.43,0.99,3.23,bruteforce
6,5.97,51,3,386.32,2.47,3.46,bruteforce
41,5.25,7,1,360.77,2.48,3.51,bruteforce
43,4.88,25,1,288.56,2.2,4.4,bruteforce
11,4.15,39,2,315.51,1.84,4.59,bruteforce
19,5.91,1,3,273.47,1.86,3.88,bruteforce
49,3.3,38,2,229.47,1.45,4.63,bruteforce
53,4.79,31,1,376.49,2.03,3.16,bruteforce
21,2.07,26,1,340.9,2.38,4.42,bruteforce
8,4.96,21,3,313.85,1.96,3.04,bruteforce
3,3.69,50,3,352.59,2.87,4.71,bruteforce
33,4.94,9,1,338.79,3.0,4.71,bruteforce
29,4.06,35,1,334.3,2.14,3.63,bruteforce
55,3.53,53,2,290.93,2.66,3.17,bruteforce
11,2.35,20,2,313.72,2.36,4.17,bruteforce
40,3.41,38,3,274.75,1.99,4.01,bruteforce
32,4.64,20,3,348.49,1.9,5.06,bruteforce
17,1.06,12,3,337.27,1.66,3.88,bruteforce
11,4.23,21,2,290.49,1.24,3.46,bruteforce
22,2.74,21,2,218.88,0.89,4.32,bruteforce
50,2.35,44,3,197.94,2.4,5.12,bruteforce
36,3.79,13,1,275.09,1.79,4.21,bruteforce
39,4.56,50,3,165.92,2.41,3.93,bruteforce
35,0.5,24,2,206.69,1.64,3.64,bruteforce
18,2.64,39,2,350.98,1.1,3.34,bruteforce
56,1.64,22,1,227.2,0.82,3.42,bruteforce
6,2.2,14,2,320.09,1.84,4.29,bruteforce
52,5.65,47,2,362.18,1.89,4.18,bruteforce
7,5.47,31,2,303.01,2.87,3.2,bruteforce
13,3.8,20,1,230.1,1.03,4.3,bruteforce
14,3.52,14,3,337.91,3.16,4.21,bruteforce
11,3.18,25,1,334.48,2.25,3.62,bruteforce
37,3.92,22,1,252.07,1.28,4.9,bruteforce
22,3.11,46,2,294.52,1.79,2.99,bruteforce
10,2.43,48,1,297.62,3.01,3.65,bruteforce
33,3.63,49,2,352.34,1.98,5.36,bruteforce
32,4.0,22,1,327.66,2.87,3.6,bruteforce
12,2.51,38,2,401.4,1.53,3.68,bruteforce
23,1.81,26,3,293.38,2.43,3.11,bruteforce
42,0.63,21,2,257.71,1.22,3.98,bruteforce
43,2.16,17,3,392.01,2.71,5.17,bruteforce
43,5.78,40,2,354.17,2.47,3.97,bruteforce
56,2.41,25,2,268.83,2.15,4.28,bruteforce
21,2.26,49,1,315.32,2.5,3.05,bruteforce
26,6.38,41,1,222.16,2.2,4.51,bruteforce
21,0.99,9,3,272.56,2.72,3.17,bruteforce
32,5.03,0,3,313.41,1.41,4.66,bruteforce
32,1.06,18,1,329.2,1.41,4.17,bruteforce
36,5.26,12,1,215.0,2.29,3.7,bruteforce
11,5.67,12,3,341.61,2.07,3.15,bruteforce
51,5.43,11,2,391.54,2.23,4.9,bruteforce
38,5.86,14,2,326.88,1.41,2.8,bruteforce
13,5.19,29,2,385.59,1.13,3.87,bruteforce
21,3.63,32,3,360.97,1.84,5.01,bruteforce
33,1.92,9,1,317.62,2.34,3.53,bruteforce
41,3.81,28,2,187.35,2.5,4.12,bruteforce
33,3.32,16,3,398.19,1.77,4.34,bruteforce
56,2.4,36,1,335.06,1.63,4.88,bruteforce
18,3.68,23,1,306.67,2.49,4.52,bruteforce
18,3.91,14,3,222.6,2.85,4.15,bruteforce
33,4.79,51,1,335.2,1.63,4.11,bruteforce
48,3.72,32,2,348.0,2.14,4.05,bruteforce
39,3.31,28,3,207.3,1.19,3.72,bruteforce
12,1.7,21,1,324.64,2.71,3.9,bruteforce
38,3.81,17,1,341.42,1.82,4.9,bruteforce
50,3.34,28,1,243.63,1.23,4.17,bruteforce
26,4.14,53,3,255.85,2.37,3.73,bruteforce
49,1.48,5,2,226.1,1.96,4.0,bruteforce
52,3.55,20,3,372.87,1.97,3.87,bruteforce
26,5.18,35,3,241.78,1.17,3.55,bruteforce
6,2.11,12,2,326.38,2.08,4.27,bruteforce
16,1.93,37,2,371.71,2.41,3.16,bruteforce
16,4.1,43,2,284.27,1.92,4.91,bruteforce
48,2.77,35,3,241.93,2.14,4.68,bruteforce
16,0.92,44,2,218.94,1.21,3.58,bruteforce
40,1.45,44,1,365.46,1.34,3.27,bruteforce
13,4.24,53,2,234.43,2.53,3.37,bruteforce
42,5.52,28,2,360.09,0.88,2.84,bruteforce
36,1.7,18,3,238.6,1.47,4.01,bruteforce
27,2.04,35,2,240.69,1.35,3.9,bruteforce
31,4.78,28,2,256.31,2.23,4.21,bruteforce
15,2.28,22,2,249.92,3.11,3.52,bruteforce
29,2.93,11,2,250.08,1.34,3.91,bruteforce
15,0.39,46,3,315.41,2.71,4.34,bruteforce
29,1.87,33,2,299.48,2.09,3.18,bruteforce
30,5.65,44,1,368.49,1.37,4.06,bruteforce
18,2.0,6,1,208.81,1.88,3.71,bruteforce
23,1.44,11,2,193.26,1.54,4.93,bruteforce
42,2.36,27,3,317.31,2.46,4.67,bruteforce
29,3.99,38,3,234.02,1.28,3.21,bruteforce
21,4.69,8,1,321.19,1.96,3.49,bruteforce
51,7.19,39,2,278.76,2.38,4.93,bruteforce
41,5.48,12,1,304.14,1.39,4.58,bruteforce
39,4.48,35,3,232.65,2.16,2.96,bruteforce
19,1.28,48,3,232.45,2.82,4.11,bruteforce
37,5.53,22,3,203.85,3.13,3.62,bruteforce
24,5.15,46,3,285.45,1.8,5.0,bruteforce
2,1.63,24,2,375.68,2.63,3.8,bruteforce
23,3.08,19,1,292.03,2.86,3.65,bruteforce
21,0.86,15,2,265.19,2.12,5.06,bruteforce
24,1.19,40,1,337.98,1.91,3.74,bruteforce
38,3.33,31,1,373.0,2.57,4.41,bruteforce
37,1.32,33,2,277.08,1.78,4.13,bruteforce
31,2.46,11,3,294.05,2.54,4.18,bruteforce
9,2.61,40,3,256.33,1.33,3.82,bruteforce
19,5.46,15,1,321.51,2.94,3.36,bruteforce
34,3.24,15,3,234.16,2.4,5.18,bruteforce
43,3.81,28,2,206.84,2.47,3.9,bruteforce
12,1.53,34,3,400.23,1.76,3.62,bruteforce
56,4.77,40,3,306.88,2.16,3.04,bruteforce
57,3.96,17,1,216.4,2.58,4.82,bruteforce
54,5.13,35,1,220.77,1.56,2.82,bruteforce
31,4.7,9,2,203.94,2.39,3.14,bruteforce
15,1.85,15,2,226.95,2.87,4.68,bruteforce
49,1.55,30,2,359.79,2.4,3.65,bruteforce
57,1.37,50,3,400.05,2.7,4.85,bruteforce
33,1.45,19,2,357.41,1.75,3.87,bruteforce
43,1.58,23,3,331.51,1.37,3.82,bruteforce
12,1.77,29,3,397.88,1.73,3.4,bruteforce
46,3.38,40,3,323.14,2.56,4.02,bruteforce
14,4.75,6,2,386.49,1.71,3.33,bruteforce
38,4.01,22,2,232.02,3.09,3.7,bruteforce
48,1.15,8,3,206.67,1.89,3.4,bruteforce
42,2.61,30,2,369.62,2.1,4.12,bruteforce
12,4.27,43,2,292.47,1.39,3.88,bruteforce
43,2.58,31,2,408.27,1.5,4.49,bruteforce
27,2.93,41,1,353.78,1.53,4.49,bruteforce
10,5.38,34,1,316.88,2.16,4.3,bruteforce
39,2.94,27,1,301.76,1.33,4.1,bruteforce
42,5.71,10,2,280.88,1.2,3.37,bruteforce
15,2.89,16,1,361.38,1.65,3.82,bruteforce
15,3.84,27,1,367.68,1.88,3.45,bruteforce
10,2.75,22,2,333.36,2.53,2.94,bruteforce
36,5.24,1,2,267.09,2.29,4.08,bruteforce
19,3.33,41,3,231.01,1.74,3.23,bruteforce
2,3.13,51,3,397.64,3.18,3.66,bruteforce
33,2.93,23,3,310.05,1.54,4.46,bruteforce
46,4.42,30,1,306.72,1.38,4.87,bruteforce
28,1.91,26,3,269.12,2.54,3.57,bruteforce
23,3.15,49,2,265.17,1.21,3.47,bruteforce
56,2.21,33,3,220.51,1.76,4.48,bruteforce
44,3.85,39,2,309.35,2.64,4.38,bruteforce
31,2.78,39,1,293.43,2.86,4.85,bruteforce
16,2.33,21,1,308.84,1.38,3.42,bruteforce
6,4.87,18,3,348.36,1.3,4.46,bruteforce
54,6.2,3,3,224.14,2.3,4.63,bruteforce
36,2.43,55,2,328.62,1.77,3.22,bruteforce
36,1.61,45,2,264.79,3.19,4.39,bruteforce
27,2.45,30,3,208.57,1.49,4.73,bruteforce
10,4.56,18,3,229.12,2.15,4.82,bruteforce
28,4.46,9,2,394.71,1.58,4.34,bruteforce
20,2.31,22,3,290.79,2.21,3.13,bruteforce
57,3.44,33,1,366.14,2.52,3.58,bruteforce
39,1.44,40,3,290.89,1.68,4.97,bruteforce
41,2.68,32,3,358.33,1.61,3.09,bruteforce
49,5.11,27,3,256.36,2.38,4.56,bruteforce
23,4.61,32,3,190.65,2.35,3.62,bruteforce
44,1.13,19,2,388.54,1.29,5.11,bruteforce
16,1.09,39,3,212.3,2.51,3.72,bruteforce
7,4.88,34,3,222.91,2.43,4.64,bruteforce
10,5.72,40,3,260.84,1.72,3.41,bruteforce
6,0.73,4,2,264.57,1.27,3.28,bruteforce
15,6.13,11,2,283.29,2.14,4.87,bruteforce
50,5.62,39,3,351.98,2.59,4.61,bruteforce
21,2.66,34,1,257.64,1.5,3.34,bruteforce
51,3.95,26,3,192.97,1.89,3.66,bruteforce
16,3.68,12,1,297.79,1.93,4.12,bruteforce
38,5.6,27,2,311.78,2.16,3.43,bruteforce
34,5.63,4,3,253.1,1.82,3.39,bruteforce
48,1.31,27,1,250.61,2.7,5.07,bruteforce
56,5.19,7,1,313.28,1.27,3.76,bruteforce
16,0.79,37,3,344.45,2.93,3.95,bruteforce
52,5.4,11,1,285.23,2.7,3.96,bruteforce
54,1.83,7,1,271.73,1.62,3.82,bruteforce
9,4.6,45,1,328.16,1.7,3.46,bruteforce
47,4.26,9,3,395.04,2.01,3.93,bruteforce
13,0.33,37,1,283.22,0.76,4.69,bruteforce
13,4.23,27,1,197.51,2.81,4.85,bruteforce
50,1.5,31,3,259.24,2.47,3.06,bruteforce
5,1.77,8,1,271.47,2.29,5.07,bruteforce
12,3.14,41,2,345.05,1.81,5.13,bruteforce
20,2.6,6,2,288.09,1.14,3.73,bruteforce
26,1.37,37,1,350.11,2.37,4.64,bruteforce
23,2.37,40,2,340.15,2.82,3.71,bruteforce
47,1.98,30,1,352.45,1.03,4.78,bruteforce
43,4.75,12,3,242.03,1.6,3.97,bruteforce
17,5.15,18,2,258.78,2.32,4.13,bruteforce
40,1.59,34,2,372.13,3.26,3.83,bruteforce
7,0.81,35,3,359.64,2.77,4.12,bruteforce
39,3.9,15,3,331.4,1.08,5.22,bruteforce
47,5.65,45,3,267.3,1.88,4.89,bruteforce
8,4.84,21,2,319.42,1.59,4.85,bruteforce
14,3.92,3,1,273.18,2.13,4.07,bruteforce
12,2.45,42,3,282.14,1.47,3.69,bruteforce
14,2.07,4,2,301.91,1.94,3.52,bruteforce
40,2.91,19,2,316.86,1.76,3.51,bruteforce
59,1.6,8,3,244.79,2.97,3.79,bruteforce
50,3.9,33,3,263.42,2.44,4.3,bruteforce
63,6.22,26,2,317.57,2.45,3.66,bruteforce
47,5.44,49,1,353.83,2.32,3.23,bruteforce
39,5.69,35,2,171.25,2.83,3.89,bruteforce
42,2.15,10,1,192.81,2.79,4.25,bruteforce
44,4.94,36,1,231.76,2.05,5.07,bruteforce
34,3.02,19,2,246.66,1.66,4.29,bruteforce
43,4.1,5,3,342.48,2.81,3.49,bruteforce
27,2.54,19,1,383.72,2.7,3.85,bruteforce
47,4.14,10,2,220.45,0.86,3.24,bruteforce
55,5.47,15,2,241.25,2.08,4.19,bruteforce
32,5.88,13,2,201.55,1.43,4.47,bruteforce
38,1.21,20,3,246.94,2.72,3.76,bruteforce
37,5.02,0,1,355.85,2.47,3.49,bruteforce
26,1.97,26,3,296.67,0.94,3.77,bruteforce
11,5.3,13,3,187.44,2.33,5.03,bruteforce
41,6.21,16,1,294.75,1.93,3.52,bruteforce
21,5.65,52,1,291.79,2.32,4.58,bruteforce
32,3.15,46,1,334.85,1.23,4.68,bruteforce
20,3.48,35,3,342.12,2.78,4.89,bruteforce
10,2.5,21,3,215.38,1.95,5.2,bruteforce
53,4.35,38,2,197.07,2.07,4.07,bruteforce
64,3.77,17,2,264.81,1.55,4.92,bruteforce
28,4.57,10,3,273.46,2.81,4.31,bruteforce
21,2.12,0,3,200.29,1.9,3.1,bruteforce
9,4.51,6,3,269.91,2.22,4.98,bruteforce
42,4.88,5,2,228.84,2.94,4.12,bruteforce
43,1.91,32,1,289.3,1.1,4.0,bruteforce
0,0.86,45,3,314.48,1.24,4.07,bruteforce
18,1.24,28,1,329.21,2.67,5.1,bruteforce
18,3.63,25,2,344.15,2.08,4.68,bruteforce
54,2.89,40,2,281.35,2.78,4.0,bruteforce
45,5.48,9,2,279.49,2.25,4.93,bruteforce
13,3.67,21,3,356.69,1.16,4.15,bruteforce
48,2.52,34,1,344.07,1.26,3.58,bruteforce
10,1.17,29,1,254.09,2.15,3.71,bruteforce
40,1.64,23,2,271.16,2.54,3.39,bruteforce
22,3.2,40,2,353.53,1.12,3.47,bruteforce
25,0.51,15,3,331.53,1.53,4.22,bruteforce
24,2.78,16,1,388.32,3.03,4.19,bruteforce
14,0.86,8,3,348.4,1.08,4.61,bruteforce
46,4.43,30,1,345.03,2.73,3.2,bruteforce
50,1.83,32,3,395.34,1.51,3.36,bruteforce
6,3.75,29,3,298.75,1.06,3.2,bruteforce
38,3.66,23,2,375.16,2.2,3.66,bruteforce
50,4.02,29,3,235.24,0.99,3.57,bruteforce
63,1.03,10,1,260.63,2.1,3.9,bruteforce
21,1.85,27,3,336.79,1.71,3.48,bruteforce
33,4.01,36,3,320.97,3.05,3.12,bruteforce
30,1.2,15,1,374.24,2.04,4.53,bruteforce
38,2.08,1,2,287.76,1.69,4.39,bruteforce
14,5.27,9,2,383.77,2.71,3.01,bruteforce
0,4.58,27,1,303.78,3.4,4.07,bruteforce
36,3.97,48,3,215.24,1.6,3.62,bruteforce
24,4.22,14,3,283.47,2.69,4.09,bruteforce
15,0.74,50,2,374.26,2.66,4.08,bruteforce
29,2.91,12,1,379.18,2.71,5.07,bruteforce
44,4.94,21,2,367.75,2.37,2.81,bruteforce
58,5.43,8,1,215.0,2.44,4.55,bruteforce
31,1.57,13,2,394.78,2.74,2.83,bruteforce
13,3.35,40,3,260.25,1.92,3.64,bruteforce
40,4.82,20,2,296.84,2.71,3.39,bruteforce
53,3.3,16,2,308.67,2.62,5.04,bruteforce
23,3.24,40,1,391.75,1.26,4.0,bruteforce
57,1.48,25,1,289.57,2.32,3.98,bruteforce
43,2.81,1,1,348.11,2.62,4.35,bruteforce
31,2.36,38,2,372.21,2.14,3.99,bruteforce
52,3.7,19,1,364.55,1.89,3.95,bruteforce
14,4.25,38,1,326.37,2.64,3.0,bruteforce
25,2.36,26,2,330.14,2.76,3.35,bruteforce
47,4.37,21,3,279.34,2.45,4.89,bruteforce
53,6.22,20,1,246.32,2.19,4.14,bruteforce
40,3.53,40,1,242.35,2.92,4.51,bruteforce
59,2.46,31,1,404.78,2.75,3.72,bruteforce
53,5.72,42,1,320.58,2.34,3.69,bruteforce
36,4.96,10,2,410.81,1.68,4.63,bruteforce
50,4.4,44,3,224.94,1.15,4.14,bruteforce
32,4.1,9,3,368.36,2.73,3.75,bruteforce
23,3.52,38,1,366.77,1.26,3.85,bruteforce
24,1.99,12,1,239.63,2.57,3.62,bruteforce
6,6.45,37,1,357.14,2.15,3.8,bruteforce
47,3.84,50,1,354.9,1.11,3.29,bruteforce
13,0.84,36,1,363.07,2.98,3.69,bruteforce
45,6.29,9,2,242.6,2.56,3.42,bruteforce
31,0.71,3,2,196.93,2.26,4.61,bruteforce
21,1.68,38,1,279.39,2.37,3.8,bruteforce
27,3.43,22,1,196.06,1.26,3.56,bruteforce
12,2.21,37,1,210.05,2.66,2.87,bruteforce
41,1.22,23,2,300.42,1.68,4.37,bruteforce
17,5.15,9,2,373.11,1.6,5.03,bruteforce
28,6.22,21,1,242.8,2.65,3.11,bruteforce
28,1.46,22,1,242.77,0.97,4.14,bruteforce
53,1.14,22,2,312.76,2.62,4.86,bruteforce
19,0.46,36,3,238.58,1.94,3.04,bruteforce
19,0.68,6,3,314.77,2.74,4.31,bruteforce
19,2.81,35,2,329.08,1.35,3.63,bruteforce
3,4.47,17,3,330.97,1.31,3.32,bruteforce
40,4.89,52,3,401.31,1.87,4.1,bruteforce
13,5.91,55,2,340.09,1.98,4.11,bruteforce
36,5.54,5,2,383.74,2.11,4.44,bruteforce
44,4.18,28,1,374.8,1.45,3.73,bruteforce
40,5.97,30,1,364.56,1.93,3.14,bruteforce
47,4.11,40,2,242.73,2.42,4.36,bruteforce
42,5.5,54,1,206.73,3.08,5.08,bruteforce
7,3.54,52,2,215.58,1.62,4.16,bruteforce
19,2.58,25,2,220.17,2.29,3.32,bruteforce
39,1.14,36,2,221.62,2.09,3.59,bruteforce
34,2.95,45,3,262.66,2.36,3.17,bruteforce
20,3.99,36,1,339.89,1.69,4.52,bruteforce
8,1.68,18,2,282.55,2.68,3.78,bruteforce
29,5.9,41,2,249.84,1.08,3.57,bruteforce
24,3.93,7,2,235.79,2.58,4.76,bruteforce
33,3.15,6,2,281.21,1.22,3.77,bruteforce
53,4.87,53,3,283.51,2.5,4.95,bruteforce
35,4.22,18,3,252.39,1.04,3.62,bruteforce
33,3.72,15,1,234.47,1.38,3.59,bruteforce
41,2.19,25,1,352.09,1.65,2.92,bruteforce
32,4.38,43,2,271.52,2.89,3.38,bruteforce
12,4.86,8,2,270.12,1.33,5.02,bruteforce
49,1.83,49,3,396.23,2.56,3.5,bruteforce
13,1.67,37,3,307.78,2.12,4.3,bruteforce
55,3.19,23,1,341.53,1.74,3.64,bruteforce
25,3.26,25,3,252.75,2.48,4.9,bruteforce
4,5.09,10,1,312.17,1.5,5.36,bruteforce
14,5.34,20,2,353.76,1.5,3.61,bruteforce
16,1.41,8,2,218.95,1.61,5.01,bruteforce
35,4.64,41,1,360.47,1.19,3.37,bruteforce
0,2.05,12,1,339.12,2.35,3.45,bruteforce
8,5.54,10,1,344.8,1.51,3.82,bruteforce
45,3.1,32,3,295.58,1.4,3.18,bruteforce
38,5.23,25,3,284.01,2.15,4.95,bruteforce
31,4.67,15,2,286.74,2.66,4.58,bruteforce
8,2.4,11,3,320.11,2.5,4.22,bruteforce
0,3.1,45,3,211.73,2.66,3.98,bruteforce
51,4.85,3,3,353.79,1.72,3.84,bruteforce
24,4.62,29,1,323.74,1.94,3.77,bruteforce
16,4.99,41,1,382.01,1.49,3.38,bruteforce
26,6.67,21,2,314.02,2.07,3.03,bruteforce
38,5.24,3,1,291.99,2.44,4.88,bruteforce
46,6.02,22,1,242.45,1.39,5.24,bruteforce
46,4.75,9,1,283.89,1.77,3.8,bruteforce
12,6.41,50,2,267.58,1.92,3.37,bruteforce
26,1.72,22,1,255.7,0.83,4.68,bruteforce
20,1.49,34,1,254.6,2.85,3.43,bruteforce
33,4.98,22,1,302.7,2.56,3.92,bruteforce
21,2.91,24,1,327.39,1.99,4.77,bruteforce
34,4.6,44,2,247.23,1.86,4.54,bruteforce
27,2.44,0,3,305.56,2.34,3.83,bruteforce
55,2.29,38,1,295.42,2.74,2.97,bruteforce
59,3.97,7,1,314.7,2.49,3.84,bruteforce
32,1.69,11,2,298.23,1.75,3.82,bruteforce
46,4.41,50,3,225.94,1.06,3.9,bruteforce
31,5.48,15,3,253.5,3.1,3.2,bruteforce
9,3.51,11,1,344.11,1.62,3.89,bruteforce
33,5.92,47,1,310.08,2.27,3.8,bruteforce
36,1.92,24,1,243.51,2.3,4.21,bruteforce
3,5.51,47,1,338.43,1.92,4.25,bruteforce
14,1.18,57,3,400.76,2.24,4.71,bruteforce
60,4.05,47,3,316.33,2.86,4.2,bruteforce
31,2.88,14,1,292.62,2.9,5.04,bruteforce
43,3.44,33,2,345.31,1.43,3.98,bruteforce
36,5.88,6,3,330.59,2.35,4.69,bruteforce
10,0.86,48,2,234.26,1.81,4.58,bruteforce
31,2.27,13,3,278.95,1.6,4.21,bruteforce
39,1.73,41,3,222.19,0.99,3.71,bruteforce
48,3.61,12,3,216.73,2.38,4.83,bruteforce
52,6.39,12,1,318.43,2.34,5.13,bruteforce
4,5.58,20,3,327.66,0.73,3.19,bruteforce
36,3.35,40,2,342.6,2.43,4.62,bruteforce
47,3.87,11,1,216.8,2.68,4.97,bruteforce
37,0.85,15,1,363.49,2.92,4.41,bruteforce
26,2.2,29,1,283.1,2.25,4.35,bruteforce
27,4.18,13,3,365.63,2.46,3.69,bruteforce
35,4.17,17,2,338.3,1.48,3.26,bruteforce
5,4.33,34,3,295.22,2.38,3.22,bruteforce
54,4.4,16,2,295.25,1.4,4.4,bruteforce
34,2.05,31,3,240.07,1.88,4.19,bruteforce
46,0.76,26,2,238.83,2.9,3.01,bruteforce
14,3.35,12,1,380.11,1.83,4.03,bruteforce
50,5.25,37,1,213.87,1.33,3.53,bruteforce
13,4.75,2,2,286.3,2.58,2.98,bruteforce
41,3.09,18,1,354.15,2.16,3.58,bruteforce
8,3.92,39,3,349.8,2.03,4.48,bruteforce
32,4.71,17,3,228.07,2.66,4.62,bruteforce
32,3.0,0,3,300.83,1.89,3.32,bruteforce
14,3.24,29,1,248.82,0.87,3.3,bruteforce
40,4.21,40,1,372.67,2.28,3.63,bruteforce
5,2.39,46,2,245.55,2.59,4.48,bruteforce
14,3.23,45,1,267.78,2.67,3.26,bruteforce
19,4.26,3,3,369.15,1.73,4.05,bruteforce
58,2.87,27,2,324.64,2.47,3.39,bruteforce
9,3.44,39,1,217.32,3.08,3.78,bruteforce
29,6.03,45,1,277.7,2.32,4.78,bruteforce
41,4.77,7,2,363.89,1.95,4.83,bruteforce
58,4.09,27,1,233.44,2.21,4.09,bruteforce
7,2.31,22,2,394.93,2.47,3.19,bruteforce
46,4.11,52,2,291.3,0.92,3.88,bruteforce
5,5.22,32,2,371.34,1.42,3.04,bruteforce
29,2.01,7,1,266.14,2.19,3.74,bruteforce
41,1.33,20,2,390.21,2.17,3.17,bruteforce
3,4.39,48,3,289.96,1.65,3.23,bruteforce
24,2.35,7,2,350.3,1.53,3.02,bruteforce
14,4.45,52,2,220.57,2.48,4.17,bruteforce
44,0.82,7,2,185.45,1.51,3.76,bruteforce
40,1.36,30,3,336.18,2.23,3.23,bruteforce
58,1.46,18,3,281.27,2.16,3.98,bruteforce
51,4.86,6,2,394.85,2.38,2.63,bruteforce
9,4.24,43,2,231.19,2.72,4.43,bruteforce
29,5.3,28,1,356.14,2.71,4.87,bruteforce
51,3.59,1,2,384.97,2.15,3.3,bruteforce
19,0.0,45,2,361.55,2.51,3.35,bruteforce
63,5.52,39,3,306.96,2.56,3.16,bruteforce
45,4.82,5,3,391.86,1.51,3.41,bruteforce
23,2.73,24,1,298.92,1.4,3.42,bruteforce
43,5.27,49,1,243.3,0.78,4.12,bruteforce
30,5.88,27,1,190.49,1.25,3.47,bruteforce
42,4.83,28,2,306.82,2.46,4.67,bruteforce
50,6.4,51,3,342.45,2.64,4.53,bruteforce
