ip,timestamp,label,action,risk_score
146.197.52.124,2026-06-23T15:46:53.629239+00:00,port_scan,rate_limited,76.0
91.85.36.133,2026-06-23T15:46:53.633225+00:00,bruteforce,rate_limited,75.0
103.93.37.53,2026-06-23T15:59:43.624883+00:00,sql_injection,rate_limited,73.0
80.82.199.7,2026-06-23T15:59:53.516683+00:00,ddos,rate_limited,66.0
80.54.83.236,2026-06-23T15:59:53.523702+00:00,malware,rate_limited,66.0
103.101.42.118,2026-06-23T16:00:03.075561+00:00,bruteforce,monitored,49.0
45.82.73.36,2026-06-23T16:08:55.289026+00:00,malware,rate_limited,72.0
89.233.35.97,2026-06-23T16:09:05.380289+00:00,ddos,blocked,90
185.121.211.120,2026-06-23T16:09:13.877300+00:00,malware,monitored,57.0
185.46.232.113,2026-06-23T16:09:13.884811+00:00,malware,monitored,55.0
222.229.232.81,2026-06-23T16:09:25.005678+00:00,bruteforce,rate_limited,74.0
222.176.129.18,2026-06-23T16:09:35.184213+00:00,sql_injection,blocked,95.0
185.207.227.128,2026-06-23T16:09:43.378889+00:00,ddos,rate_limited,83.0
194.155.132.144,2026-06-23T16:09:53.676827+00:00,ddos,rate_limited,83.0
103.198.20.2,2026-06-23T16:09:53.684754+00:00,port_scan,rate_limited,76.0
89.62.248.201,2026-06-23T16:10:05.518825+00:00,port_scan,rate_limited,72.0
185.15.14.69,2026-06-23T16:10:15.751851+00:00,ddos,monitored,58.0
103.73.63.11,2026-06-23T16:10:27.028550+00:00,bruteforce,rate_limited,78.0
198.198.180.19,2026-06-23T16:10:37.692464+00:00,ddos,rate_limited,75.0
194.25.47.219,2026-06-23T16:10:46.302794+00:00,sql_injection,blocked,95.0
103.87.223.237,2026-06-23T16:10:57.299016+00:00,bruteforce,rate_limited,83.0
89.217.173.151,2026-06-23T16:11:08.933187+00:00,sql_injection,monitored,49.0
89.52.118.228,2026-06-23T16:11:08.939321+00:00,ddos,blocked,93.0
103.78.219.178,2026-06-23T16:11:18.308685+00:00,port_scan,rate_limited,81.0
91.10.4.118,2026-06-23T16:11:26.475428+00:00,malware,blocked,98.0
198.33.139.236,2026-06-23T16:11:35.633824+00:00,port_scan,rate_limited,69.0
45.70.182.140,2026-06-23T16:11:44.722465+00:00,bruteforce,blocked,90
198.216.174.86,2026-06-23T16:11:55.697789+00:00,malware,monitored,64.0
80.119.168.216,2026-06-23T16:12:07.371489+00:00,ddos,rate_limited,65.0
222.59.70.220,2026-06-23T16:12:17.592703+00:00,sql_injection,rate_limited,81.0
185.14.48.230,2026-06-23T16:12:27.743610+00:00,malware,rate_limited,65.0
91.171.191.216,2026-06-23T16:12:35.818084+00:00,sql_injection,blocked,98.0
45.126.134.110,2026-06-23T16:12:45.011075+00:00,sql_injection,blocked,90.0
91.113.52.61,2026-06-23T16:12:55.795962+00:00,sql_injection,monitored,46.0
185.20.82.123,2026-06-23T16:13:04.828298+00:00,bruteforce,rate_limited,65.0
89.232.194.10,2026-06-23T16:13:15.874372+00:00,bruteforce,rate_limited,70.0
91.36.245.254,2026-06-23T16:13:25.158858+00:00,ddos,rate_limited,65.0
185.41.69.138,2026-06-23T16:13:36.883213+00:00,malware,rate_limited,77.0
185.28.172.239,2026-06-23T16:13:45.367102+00:00,port_scan,rate_limited,84.0
185.64.59.131,2026-06-23T16:13:56.482461+00:00,malware,blocked,93.0
103.229.23.181,2026-06-23T16:14:06.394690+00:00,malware,blocked,94.0
146.2.77.134,2026-06-23T16:14:18.118153+00:00,malware,monitored,46.0
222.226.19.93,2026-06-23T16:14:26.968883+00:00,bruteforce,monitored,69.0
146.55.129.144,2026-06-23T16:14:35.440265+00:00,sql_injection,monitored,62.0
89.22.16.12,2026-06-23T16:14:46.777080+00:00,port_scan,rate_limited,80.0
198.164.55.61,2026-06-23T16:14:55.419095+00:00,port_scan,blocked,95.0
91.93.219.121,2026-06-23T16:15:05.839590+00:00,sql_injection,blocked,97.0
80.175.135.64,2026-06-23T16:15:15.671645+00:00,malware,rate_limited,80.0
198.100.171.144,2026-06-23T16:15:24.980246+00:00,sql_injection,monitored,55.0
198.63.62.14,2026-06-23T16:15:35.586142+00:00,port_scan,blocked,90
45.168.165.32,2026-06-23T16:15:45.980587+00:00,malware,rate_limited,71.0
89.236.201.62,2026-06-23T16:15:57.536315+00:00,sql_injection,monitored,46.0
80.9.222.77,2026-06-23T16:16:09.478179+00:00,ddos,rate_limited,70.0
45.191.162.39,2026-06-23T16:16:09.484221+00:00,malware,monitored,72.0
89.152.154.252,2026-06-23T16:16:18.884202+00:00,port_scan,rate_limited,72.0
45.245.31.134,2026-06-23T16:16:18.889971+00:00,sql_injection,rate_limited,76.0
198.204.156.113,2026-06-23T16:16:29.764418+00:00,malware,rate_limited,68.0
185.163.234.206,2026-06-23T16:16:38.950269+00:00,bruteforce,blocked,90
89.122.139.139,2026-06-23T16:16:38.957264+00:00,port_scan,blocked,91.0
89.42.177.11,2026-06-23T16:16:47.353032+00:00,malware,monitored,70.0
198.75.97.229,2026-06-23T16:16:56.332125+00:00,sql_injection,rate_limited,81.0
80.149.136.78,2026-06-23T16:17:08.145324+00:00,ddos,monitored,69.0
89.152.156.155,2026-06-23T16:17:19.127371+00:00,port_scan,monitored,48.0
185.171.128.44,2026-06-23T16:17:19.133295+00:00,malware,rate_limited,79.0
194.83.29.62,2026-06-23T16:17:27.280948+00:00,port_scan,blocked,93.0
91.212.253.150,2026-06-23T16:17:38.683749+00:00,malware,monitored,59.0
146.76.206.218,2026-06-23T16:17:38.690189+00:00,sql_injection,rate_limited,70.0
146.118.224.235,2026-06-23T16:17:47.020770+00:00,sql_injection,blocked,90
146.64.71.147,2026-06-23T16:17:55.796435+00:00,bruteforce,monitored,60.0
185.230.191.180,2026-06-23T16:18:06.552668+00:00,port_scan,rate_limited,66.0
194.239.140.209,2026-06-23T16:18:17.157862+00:00,port_scan,blocked,94.0
45.205.5.65,2026-06-23T16:18:27.874084+00:00,port_scan,monitored,57.0
45.109.231.89,2026-06-23T16:18:36.680363+00:00,port_scan,blocked,93.0
89.98.133.184,2026-06-23T16:18:46.842640+00:00,sql_injection,rate_limited,66.0
89.31.215.178,2026-06-23T16:18:56.375932+00:00,bruteforce,blocked,92.0
103.150.3.149,2026-06-23T16:19:07.659769+00:00,ddos,rate_limited,78.0
198.102.242.13,2026-06-23T16:19:18.154501+00:00,bruteforce,blocked,95.0
89.147.34.29,2026-06-23T16:19:29.946048+00:00,bruteforce,monitored,65.0
194.124.116.194,2026-06-23T16:19:41.828774+00:00,sql_injection,rate_limited,70.0
222.8.47.125,2026-06-23T16:19:50.125809+00:00,ddos,rate_limited,69.0
146.170.170.211,2026-06-23T16:20:00.723173+00:00,port_scan,rate_limited,66.0
103.21.123.227,2026-06-23T16:20:12.762892+00:00,ddos,monitored,60.0
194.248.192.57,2026-06-23T16:20:24.560029+00:00,malware,monitored,47.0
222.92.143.152,2026-06-23T16:20:24.567930+00:00,bruteforce,rate_limited,83.0
185.156.233.155,2026-06-23T16:20:35.436572+00:00,sql_injection,blocked,96.0
45.177.228.116,2026-06-23T16:20:47.045679+00:00,ddos,blocked,91.0
91.218.187.36,2026-06-23T16:20:58.282459+00:00,malware,monitored,46.0
91.49.66.214,2026-06-23T16:21:06.330642+00:00,port_scan,blocked,90
89.153.20.238,2026-06-23T16:21:17.754374+00:00,ddos,rate_limited,80.0
80.71.58.242,2026-06-23T16:21:26.481436+00:00,sql_injection,monitored,48.0
194.162.88.199,2026-06-23T16:21:38.332142+00:00,ddos,rate_limited,65.0
45.139.86.67,2026-06-23T16:21:49.181890+00:00,sql_injection,rate_limited,72.0
91.180.199.5,2026-06-23T16:21:49.188197+00:00,ddos,rate_limited,79.0
103.238.18.52,2026-06-23T16:22:01.103000+00:00,bruteforce,monitored,63.0
185.228.161.243,2026-06-23T16:22:10.954321+00:00,bruteforce,monitored,45.0
103.117.86.151,2026-06-23T16:22:21.136535+00:00,ddos,blocked,95.0
198.231.235.108,2026-06-23T16:22:33.064077+00:00,sql_injection,blocked,97.0
45.5.204.217,2026-06-23T16:22:41.506146+00:00,malware,monitored,46.0
103.233.81.222,2026-06-23T16:22:52.993124+00:00,sql_injection,blocked,97.0
146.175.1.111,2026-06-23T16:23:03.250472+00:00,bruteforce,blocked,91.0
89.199.99.235,2026-06-23T16:23:13.245963+00:00,sql_injection,rate_limited,76.0
198.127.246.207,2026-06-23T16:23:22.146384+00:00,port_scan,rate_limited,79.0
146.92.67.170,2026-06-23T16:23:32.162505+00:00,malware,rate_limited,68.0
80.197.103.165,2026-06-23T16:23:42.281739+00:00,sql_injection,blocked,90
194.137.140.132,2026-06-23T16:23:54.301896+00:00,ddos,rate_limited,71.0
91.26.230.194,2026-06-23T16:23:54.308000+00:00,malware,monitored,60.0
185.229.147.23,2026-06-23T16:24:03.490987+00:00,bruteforce,blocked,93.0
103.5.187.233,2026-06-23T16:24:13.328934+00:00,sql_injection,blocked,90.0
185.173.155.85,2026-06-23T16:24:24.162806+00:00,bruteforce,rate_limited,72.0
194.114.137.117,2026-06-23T16:24:24.175690+00:00,port_scan,monitored,73.0
80.9.116.221,2026-06-23T16:24:35.938850+00:00,bruteforce,rate_limited,80.0
89.84.230.37,2026-06-23T16:24:46.454681+00:00,malware,blocked,90
222.149.163.34,2026-06-23T16:24:55.473978+00:00,ddos,blocked,90.0
185.167.237.8,2026-06-23T16:25:03.976724+00:00,malware,monitored,66.0
194.30.83.100,2026-06-23T16:25:03.984933+00:00,sql_injection,rate_limited,80.0
185.153.65.177,2026-06-23T16:25:14.790687+00:00,bruteforce,blocked,93.0
194.184.56.124,2026-06-23T16:25:25.137745+00:00,port_scan,blocked,90
45.13.83.56,2026-06-23T16:25:33.850973+00:00,sql_injection,monitored,51.0
146.55.181.90,2026-06-23T16:25:33.857174+00:00,malware,monitored,55.0
185.79.62.254,2026-06-23T16:25:45.025066+00:00,sql_injection,rate_limited,65.0
103.167.233.226,2026-06-23T16:25:54.898410+00:00,port_scan,blocked,93.0
89.58.17.24,2026-06-23T16:26:06.613851+00:00,ddos,rate_limited,67.0
194.152.59.225,2026-06-23T16:26:15.256696+00:00,port_scan,monitored,51.0
89.147.166.147,2026-06-23T16:26:26.902251+00:00,malware,monitored,53.0
222.218.169.4,2026-06-23T16:26:35.390919+00:00,sql_injection,rate_limited,65.0
89.80.60.85,2026-06-23T16:26:44.575285+00:00,bruteforce,blocked,92.0
91.4.93.241,2026-06-23T16:26:44.582278+00:00,port_scan,rate_limited,76.0
198.129.7.2,2026-06-23T16:26:53.843475+00:00,malware,rate_limited,77.0
89.160.150.45,2026-06-23T16:26:53.849550+00:00,malware,monitored,52.0
222.168.13.141,2026-06-23T16:27:05.787949+00:00,bruteforce,monitored,52.0
194.50.160.210,2026-06-23T16:27:14.384942+00:00,sql_injection,rate_limited,71.0
91.221.144.135,2026-06-23T16:27:14.391225+00:00,port_scan,blocked,97.0
45.240.43.89,2026-06-23T16:27:24.030210+00:00,bruteforce,rate_limited,67.0
103.186.32.113,2026-06-23T16:27:24.035746+00:00,ddos,monitored,56.0
146.241.38.247,2026-06-23T16:27:33.981393+00:00,sql_injection,rate_limited,84.0
198.244.74.37,2026-06-23T16:27:33.987693+00:00,ddos,blocked,90
222.120.57.3,2026-06-23T16:27:43.212690+00:00,ddos,blocked,96.0
80.150.87.225,2026-06-23T16:27:54.626651+00:00,ddos,rate_limited,67.0
194.234.166.201,2026-06-23T16:27:54.634801+00:00,bruteforce,blocked,90
198.148.12.42,2026-06-23T16:28:03.723492+00:00,sql_injection,blocked,96.0
80.168.135.225,2026-06-23T16:28:03.730842+00:00,port_scan,blocked,96.0
80.242.143.93,2026-06-23T16:28:12.314346+00:00,bruteforce,monitored,68.0
185.212.194.180,2026-06-23T16:28:22.369859+00:00,ddos,rate_limited,75.0
91.230.162.20,2026-06-23T16:28:31.974441+00:00,ddos,rate_limited,76.0
89.150.228.151,2026-06-23T16:28:41.508394+00:00,malware,blocked,90.0
185.251.230.9,2026-06-23T16:28:50.857563+00:00,port_scan,rate_limited,77.0
198.139.73.215,2026-06-23T16:29:01.105023+00:00,ddos,rate_limited,77.0
222.201.6.170,2026-06-23T16:29:09.983293+00:00,port_scan,blocked,90
89.147.205.196,2026-06-23T16:29:20.720369+00:00,ddos,blocked,98.0
103.145.65.127,2026-06-23T16:29:30.350338+00:00,bruteforce,rate_limited,69.0
198.55.70.133,2026-06-23T16:29:42.209118+00:00,ddos,rate_limited,75.0
146.2.240.45,2026-06-23T16:29:54.186130+00:00,malware,blocked,97.0
194.142.181.55,2026-06-23T16:29:54.193898+00:00,sql_injection,monitored,46.0
194.180.155.200,2026-06-23T16:30:05.562212+00:00,malware,rate_limited,82.0
89.47.251.193,2026-06-23T16:30:15.499345+00:00,malware,monitored,58.0
185.178.239.195,2026-06-23T16:30:27.300943+00:00,malware,rate_limited,65.0
80.47.24.137,2026-06-23T16:30:35.545832+00:00,bruteforce,rate_limited,70.0
198.243.81.120,2026-06-23T16:30:46.480203+00:00,sql_injection,blocked,90
222.146.61.104,2026-06-23T16:30:58.423714+00:00,bruteforce,monitored,63.0
80.222.131.196,2026-06-23T16:31:10.153560+00:00,bruteforce,rate_limited,68.0
91.67.153.6,2026-06-23T16:31:20.357510+00:00,ddos,blocked,92.0
222.110.243.148,2026-06-23T16:31:30.784240+00:00,ddos,rate_limited,72.0
194.61.231.104,2026-06-23T16:31:40.267032+00:00,bruteforce,rate_limited,83.0
146.102.56.28,2026-06-23T16:31:49.573536+00:00,sql_injection,blocked,96.0
185.20.82.226,2026-06-23T16:31:49.589130+00:00,bruteforce,rate_limited,82.0
198.163.141.131,2026-06-23T16:32:00.174320+00:00,malware,rate_limited,81.0
198.228.102.159,2026-06-23T16:32:10.541913+00:00,port_scan,blocked,94.0
103.64.238.173,2026-06-23T16:32:20.042447+00:00,malware,blocked,94.0
185.13.229.8,2026-06-23T16:32:28.568358+00:00,malware,rate_limited,67.0
194.15.49.79,2026-06-23T16:32:36.806549+00:00,malware,rate_limited,74.0
222.189.117.67,2026-06-23T16:32:46.637342+00:00,ddos,blocked,90
146.186.130.239,2026-06-23T16:32:58.039375+00:00,sql_injection,blocked,90.0
103.114.161.78,2026-06-23T16:33:06.778214+00:00,sql_injection,blocked,93.0
194.105.80.106,2026-06-23T16:33:15.191423+00:00,malware,rate_limited,72.0
45.108.107.35,2026-06-23T16:33:27.190943+00:00,port_scan,blocked,90
91.98.189.116,2026-06-23T16:33:35.774162+00:00,malware,rate_limited,67.0
146.106.51.113,2026-06-23T16:33:44.865293+00:00,ddos,rate_limited,84.0
194.175.181.41,2026-06-23T16:33:56.879202+00:00,malware,blocked,96.0
146.129.64.35,2026-06-23T16:34:06.016611+00:00,port_scan,rate_limited,77.0
146.31.187.108,2026-06-23T16:34:15.647561+00:00,port_scan,rate_limited,71.0
146.57.205.132,2026-06-23T16:34:24.446424+00:00,malware,blocked,90
80.133.173.143,2026-06-23T16:34:24.454576+00:00,malware,blocked,90
103.75.79.143,2026-06-23T16:34:36.429670+00:00,malware,rate_limited,81.0
198.26.136.197,2026-06-23T16:34:45.745017+00:00,bruteforce,blocked,90.0
185.134.248.38,2026-06-23T16:34:54.734672+00:00,malware,blocked,98.0
222.9.229.143,2026-06-23T16:35:06.652147+00:00,sql_injection,blocked,90
89.101.128.143,2026-06-23T16:35:18.695944+00:00,malware,monitored,45.0
194.187.146.44,2026-06-23T16:35:18.702479+00:00,bruteforce,rate_limited,82.0
198.173.64.186,2026-06-23T16:35:28.936158+00:00,bruteforce,rate_limited,73.0
89.30.151.144,2026-06-23T16:35:28.942058+00:00,malware,rate_limited,79.0
89.128.115.142,2026-06-23T16:35:40.354186+00:00,malware,monitored,65.0
194.129.43.247,2026-06-23T16:35:51.982358+00:00,sql_injection,monitored,72.0
80.220.2.31,2026-06-23T16:36:01.420551+00:00,malware,monitored,47.0
80.211.151.16,2026-06-23T16:36:11.227448+00:00,bruteforce,rate_limited,79.0
45.94.21.208,2026-06-23T16:36:19.616455+00:00,ddos,blocked,92.0
185.168.145.214,2026-06-23T16:36:30.091100+00:00,port_scan,rate_limited,80.0
103.137.51.241,2026-06-23T16:36:42.054758+00:00,malware,rate_limited,70.0
103.221.16.193,2026-06-23T16:36:50.258510+00:00,sql_injection,monitored,74.0
89.22.254.224,2026-06-23T16:37:00.930429+00:00,ddos,rate_limited,70.0
91.143.153.183,2026-06-23T16:37:09.299838+00:00,ddos,monitored,53.0
103.84.245.67,2026-06-23T16:37:09.304730+00:00,port_scan,blocked,90
194.122.150.173,2026-06-23T16:37:18.436868+00:00,port_scan,blocked,97.0
80.178.158.212,2026-06-23T16:37:27.061522+00:00,port_scan,monitored,49.0
89.156.102.1,2026-06-23T16:37:35.861953+00:00,malware,rate_limited,78.0
80.92.41.63,2026-06-23T16:37:46.963094+00:00,bruteforce,blocked,96.0
89.150.16.250,2026-06-23T16:37:57.682873+00:00,ddos,blocked,90
89.228.165.204,2026-06-23T16:38:09.121266+00:00,bruteforce,monitored,61.0
146.90.209.125,2026-06-23T16:38:09.126468+00:00,malware,blocked,95.0
103.94.215.113,2026-06-23T16:38:19.269022+00:00,port_scan,blocked,94.0
194.100.174.114,2026-06-23T16:38:19.275521+00:00,sql_injection,rate_limited,69.0
45.217.146.207,2026-06-23T16:38:28.478564+00:00,malware,monitored,48.0
103.165.162.230,2026-06-23T16:38:37.670142+00:00,malware,monitored,73.0
89.237.144.36,2026-06-23T16:38:48.950502+00:00,port_scan,monitored,50.0
185.44.71.207,2026-06-23T16:38:48.955618+00:00,bruteforce,rate_limited,68.0
91.107.249.44,2026-06-23T16:38:58.543170+00:00,ddos,blocked,92.0
194.254.127.83,2026-06-23T16:39:10.186188+00:00,malware,monitored,55.0
222.168.67.248,2026-06-23T16:39:21.579174+00:00,bruteforce,rate_limited,66.0
185.83.96.41,2026-06-23T16:39:30.131085+00:00,bruteforce,blocked,90
80.145.99.24,2026-06-23T16:39:40.961432+00:00,malware,monitored,72.0
194.148.100.73,2026-06-23T16:39:50.993322+00:00,ddos,blocked,90
194.206.92.32,2026-06-23T16:40:02.945416+00:00,ddos,monitored,64.0
185.138.37.89,2026-06-23T16:40:13.724154+00:00,ddos,monitored,63.0
91.24.18.15,2026-06-23T16:40:13.730255+00:00,bruteforce,rate_limited,71.0
198.160.66.228,2026-06-23T16:40:22.429636+00:00,malware,blocked,90
222.85.187.214,2026-06-23T16:40:32.409581+00:00,ddos,monitored,65.0
103.71.178.90,2026-06-23T16:40:44.357389+00:00,sql_injection,monitored,47.0
222.234.152.246,2026-06-23T16:40:44.362999+00:00,ddos,rate_limited,67.0
198.157.31.12,2026-06-23T16:40:52.689213+00:00,sql_injection,monitored,56.0
45.236.12.110,2026-06-23T16:41:03.228318+00:00,malware,blocked,95.0
89.213.76.222,2026-06-23T16:41:13.439576+00:00,malware,rate_limited,77.0
198.111.113.7,2026-06-23T16:41:23.383480+00:00,ddos,rate_limited,82.0
80.9.135.169,2026-06-23T16:41:33.909648+00:00,malware,rate_limited,84.0
89.180.190.188,2026-06-23T16:41:33.915348+00:00,bruteforce,blocked,92.0
194.36.169.41,2026-06-23T16:41:43.221478+00:00,port_scan,blocked,91.0
89.127.62.73,2026-06-23T16:41:54.310541+00:00,ddos,rate_limited,72.0
194.29.150.214,2026-06-23T16:41:54.317948+00:00,sql_injection,monitored,49.0
146.135.111.137,2026-06-23T16:42:06.178689+00:00,ddos,rate_limited,74.0
91.130.246.35,2026-06-23T16:42:15.904950+00:00,sql_injection,rate_limited,82.0
45.88.122.184,2026-06-23T16:42:27.054837+00:00,sql_injection,rate_limited,68.0
91.253.106.188,2026-06-23T16:42:36.915337+00:00,ddos,rate_limited,74.0
45.201.197.216,2026-06-23T16:42:46.230491+00:00,port_scan,blocked,95.0
146.50.117.165,2026-06-23T16:42:55.440256+00:00,sql_injection,rate_limited,74.0
194.176.47.194,2026-06-23T16:43:05.786903+00:00,port_scan,rate_limited,80.0
45.105.74.71,2026-06-23T16:43:17.584960+00:00,malware,blocked,98.0
198.197.72.181,2026-06-23T16:43:27.306326+00:00,ddos,blocked,90.0
222.109.204.239,2026-06-23T16:43:38.857441+00:00,bruteforce,rate_limited,76.0
91.102.144.56,2026-06-23T16:43:38.863285+00:00,ddos,rate_limited,68.0
146.7.254.100,2026-06-23T16:43:49.073128+00:00,malware,blocked,94.0
194.84.5.33,2026-06-23T16:43:49.080221+00:00,bruteforce,monitored,61.0
198.145.178.215,2026-06-23T16:43:59.969982+00:00,port_scan,blocked,97.0
91.18.82.206,2026-06-23T16:44:09.955859+00:00,sql_injection,blocked,98.0
45.89.155.56,2026-06-23T16:44:21.319662+00:00,sql_injection,monitored,65.0
222.7.155.108,2026-06-23T16:44:30.435842+00:00,sql_injection,monitored,54.0
91.201.86.97,2026-06-23T16:44:38.717022+00:00,malware,monitored,58.0
45.251.193.1,2026-06-23T16:44:38.723367+00:00,bruteforce,monitored,47.0
198.242.19.227,2026-06-23T16:44:50.498720+00:00,sql_injection,monitored,57.0
146.252.70.228,2026-06-23T16:45:00.808468+00:00,sql_injection,monitored,52.0
103.72.16.190,2026-06-23T16:45:11.193031+00:00,sql_injection,monitored,54.0
80.16.223.196,2026-06-23T16:45:22.220650+00:00,bruteforce,rate_limited,81.0
222.99.243.117,2026-06-23T16:45:32.679172+00:00,malware,rate_limited,82.0
222.180.186.245,2026-06-23T16:45:42.406820+00:00,malware,monitored,62.0
80.116.137.154,2026-06-23T16:45:52.514602+00:00,sql_injection,monitored,74.0
146.228.103.223,2026-06-23T16:46:02.308100+00:00,malware,rate_limited,67.0
45.114.66.121,2026-06-23T16:46:13.453524+00:00,ddos,blocked,90
80.146.25.173,2026-06-23T16:46:13.461007+00:00,bruteforce,monitored,52.0
103.154.201.111,2026-06-23T16:46:23.669140+00:00,malware,blocked,91.0
89.27.64.122,2026-06-23T16:46:23.677021+00:00,port_scan,blocked,91.0
103.201.185.205,2026-06-23T16:46:34.218867+00:00,malware,blocked,90
194.80.192.225,2026-06-23T16:46:34.226140+00:00,sql_injection,rate_limited,83.0
198.234.164.148,2026-06-23T16:46:45.802135+00:00,port_scan,blocked,98.0
146.150.189.200,2026-06-23T16:46:56.936124+00:00,ddos,blocked,90
80.80.154.96,2026-06-23T16:47:06.081035+00:00,bruteforce,blocked,90
194.48.152.104,2026-06-23T16:47:17.875037+00:00,port_scan,monitored,45.0
45.111.233.161,2026-06-23T16:47:29.179787+00:00,bruteforce,rate_limited,77.0
222.170.78.203,2026-06-23T16:47:29.186543+00:00,port_scan,rate_limited,73.0
103.128.33.65,2026-06-23T16:47:39.723378+00:00,port_scan,rate_limited,70.0
198.211.79.94,2026-06-23T16:47:48.157493+00:00,ddos,rate_limited,80.0
185.185.236.243,2026-06-23T16:47:59.706163+00:00,bruteforce,rate_limited,82.0
80.212.202.124,2026-06-23T16:48:10.545375+00:00,sql_injection,rate_limited,71.0
185.198.210.245,2026-06-23T16:48:21.687746+00:00,port_scan,blocked,92.0
185.16.176.140,2026-06-23T16:48:31.757675+00:00,port_scan,blocked,94.0
198.174.146.111,2026-06-23T16:48:43.358939+00:00,ddos,monitored,56.0
146.118.27.98,2026-06-23T16:48:54.422072+00:00,sql_injection,monitored,57.0
89.232.178.159,2026-06-23T16:48:54.428862+00:00,sql_injection,rate_limited,75.0
185.231.144.26,2026-06-23T16:49:02.630749+00:00,port_scan,blocked,90.0
89.181.42.181,2026-06-23T16:49:11.660157+00:00,malware,rate_limited,76.0
89.80.242.245,2026-06-23T16:49:19.724038+00:00,malware,rate_limited,67.0
194.210.102.215,2026-06-23T16:49:31.088848+00:00,bruteforce,monitored,49.0
194.51.66.200,2026-06-23T16:49:40.926665+00:00,sql_injection,monitored,57.0
222.22.148.62,2026-06-23T16:49:52.495085+00:00,ddos,rate_limited,71.0
198.152.10.50,2026-06-23T16:50:01.824775+00:00,bruteforce,rate_limited,69.0
198.191.209.177,2026-06-23T16:50:10.395577+00:00,ddos,rate_limited,77.0
80.229.50.182,2026-06-23T16:50:22.171846+00:00,bruteforce,blocked,90
89.170.126.21,2026-06-23T16:50:32.830061+00:00,port_scan,rate_limited,83.0
222.252.140.71,2026-06-23T16:50:44.180339+00:00,ddos,blocked,97.0
103.66.10.121,2026-06-23T16:50:44.186430+00:00,ddos,monitored,49.0
45.210.121.93,2026-06-23T16:50:53.476582+00:00,sql_injection,blocked,93.0
45.11.234.198,2026-06-23T16:50:53.483498+00:00,malware,blocked,95.0
198.203.6.120,2026-06-23T16:51:04.887209+00:00,malware,rate_limited,71.0
222.213.160.14,2026-06-23T16:51:14.833565+00:00,sql_injection,monitored,51.0
194.250.220.249,2026-06-23T16:51:26.448938+00:00,port_scan,rate_limited,80.0
89.129.135.31,2026-06-23T16:51:37.227300+00:00,ddos,rate_limited,65.0
198.194.102.95,2026-06-23T16:51:48.069544+00:00,ddos,rate_limited,70.0
198.9.243.192,2026-06-23T16:51:57.981600+00:00,bruteforce,monitored,60.0
45.78.18.185,2026-06-23T16:52:09.399806+00:00,port_scan,rate_limited,76.0
194.139.79.52,2026-06-23T16:52:09.406864+00:00,malware,blocked,94.0
194.31.81.50,2026-06-23T16:52:21.234743+00:00,port_scan,rate_limited,79.0
89.206.148.39,2026-06-23T16:52:31.328195+00:00,malware,rate_limited,72.0
185.250.231.224,2026-06-23T16:52:39.987731+00:00,bruteforce,blocked,90.0
80.201.50.32,2026-06-23T16:52:50.655849+00:00,ddos,monitored,46.0
222.104.108.224,2026-06-23T16:53:00.985876+00:00,malware,blocked,90
80.31.112.207,2026-06-23T16:53:10.738421+00:00,malware,monitored,56.0
91.10.98.189,2026-06-23T16:53:20.493056+00:00,ddos,rate_limited,66.0
45.154.164.164,2026-06-23T16:53:30.418438+00:00,ddos,monitored,57.0
80.203.68.171,2026-06-23T16:53:38.494526+00:00,sql_injection,rate_limited,75.0
91.156.69.65,2026-06-23T16:53:38.499377+00:00,malware,rate_limited,81.0
146.217.61.129,2026-06-23T16:53:48.152872+00:00,ddos,monitored,50.0
185.219.15.50,2026-06-23T16:53:56.359844+00:00,sql_injection,rate_limited,69.0
103.246.190.60,2026-06-23T16:54:06.412638+00:00,ddos,rate_limited,66.0
89.237.175.237,2026-06-23T16:54:14.490446+00:00,bruteforce,blocked,96.0
185.13.191.240,2026-06-23T16:54:14.496139+00:00,malware,rate_limited,70.0
194.2.188.226,2026-06-23T16:54:26.252929+00:00,ddos,blocked,98.0
80.124.122.97,2026-06-23T16:54:37.952999+00:00,port_scan,monitored,53.0
103.144.129.60,2026-06-23T16:54:48.391910+00:00,sql_injection,monitored,67.0
45.243.80.175,2026-06-23T16:54:59.252855+00:00,port_scan,blocked,93.0
194.172.248.116,2026-06-23T16:54:59.262258+00:00,ddos,blocked,97.0
146.94.197.3,2026-06-23T16:55:10.215996+00:00,ddos,blocked,90
45.168.245.84,2026-06-23T16:55:20.958432+00:00,bruteforce,rate_limited,69.0
89.20.53.123,2026-06-23T16:55:31.931682+00:00,sql_injection,blocked,98.0
91.146.238.192,2026-06-23T16:55:43.618707+00:00,bruteforce,blocked,90
89.139.92.104,2026-06-23T16:55:43.626877+00:00,ddos,monitored,47.0
89.108.172.61,2026-06-23T16:55:52.121267+00:00,sql_injection,blocked,90
45.42.159.11,2026-06-23T16:56:03.670408+00:00,sql_injection,monitored,73.0
80.172.114.107,2026-06-23T16:56:03.674684+00:00,ddos,blocked,97.0
80.113.226.12,2026-06-23T16:56:14.503867+00:00,port_scan,blocked,90
198.171.15.181,2026-06-23T16:56:14.508868+00:00,malware,rate_limited,76.0
89.37.29.153,2026-06-23T16:56:23.484596+00:00,sql_injection,monitored,65.0
185.191.33.61,2026-06-23T16:56:32.300348+00:00,ddos,blocked,98.0
